job,bin,latitude,longitude,permittee_s_license,owner_s_house_zip_code,owner_s_house_street_name,bbl
320139211,3849977,40.617545,-73.985949,1321,11231.0,WEST 8 STREET,3055480037.0
420784146,4137719,40.765839,-73.76885,32667,11361.0,39TH AVE,4062470009.0
121085725,1007223,40.721323,-73.997987,610440,10103.0,5TH AVENUE,1004827504.0
220206907,2001880,40.818132,-73.918855,310,10451.0,COURTLANDT AVE,2024110049.0
320572625,3323653,40.680715,-73.939714,605750,11230.0,"WALSH COURT, 135",3018580010.0
320714697,3220052,40.619089,-73.924799,261,11234.0,AVE  N,3078770004.0
121596763,1006173,40.725602,-73.988047,609317,7932.0,COLUMBIA TURNPIKE,1004450025.0
320690310,3065477,40.725309,-73.957522,957,11222.0,FRANKLIN STREET,3026140003.0
121574867,1008664,40.729404,-73.99991,610440,10006.0,BROADWAY,1005390001.0
420787081,4098145,40.784526,-73.85033,14269,11354.0,ULMER STREET,4040690001.0
320695299,3013286,40.645262,-74.012072,608191,11220.0,51 STREET,3007910058.0
420834690,4207097,40.70526,-73.80771,601653,11432.0,HILLSIDE AVENUE,4096930029.0
240024077,2015088,40.861411,-73.912223,603389,11418.0,ATLANTIC AVE,2032340006.0
120428545,1813504,40.840311,-73.938481,185,10018.0,SEVENTH AVENUE,1021230080.0
120570015,1053899,40.814358,-73.940659,12866,10037.0,LENOX AVENUE,1017330001.0
420804758,4140252,40.742916,-73.824025,601135,11355.0,60TH AVENUE,4064090007.0
320514984,3156007,40.61382,-74.032812,3190,11209.0,4TH AVENUE,3061300036.0
121573895,1078386,40.760901,-73.958109,2929,10065.0,EAST 63RD STREET,1014570017.0
340054210,3027226,40.659329,-73.981261,38109,11435.0,94 AVENUE,3011140007.0
121528356,1003803,40.714719,-73.991328,211,10474.0,CASANOVA STREET,1002940026.0
320714768,3421992,40.698195,-73.932467,860,12146.0,SOUTH 5 STREET,3031710065.0
140072668,1016943,40.745512,-73.985449,601339,10016.0,EAST 30TH STREET,1008590075.0
520122572,5138777,40.630285,-74.142274,20902,10310.0,FOREST AVENUE,5011310033.0
121563502,1030865,40.782362,-73.98084,814,10020.0,AVENUE OF THE AMERICAS,1011680044.0
520112146,5115054,40.501689,-74.249165,6569,103070000.0,CONNECTICUT STREET,5079250062.0
121161615,1025180,40.763249,-73.986467,38898,10019.0,WEST 51ST STREET,1010410044.0
121501366,1029665,40.775852,-73.979943,602843,10019.0,WEST 59TH STREET 3RD FLOOR,1011417501.0
140071295,1084564,40.774296,-73.981254,602416,10023.0,WEST 58TH STREET,1011397503.0
220285956,2084040,40.888361,-73.90422,1509,10024.0,"WEST 80 ST, SUITE 218",2057807501.0
220257512,2084160,40.886191,-73.909818,610563,10021.0,EAST 65TH STREET,2057940501.0
420783496,4075089,40.724209,-73.85425,29178,11375.0,67 ROAD,4031680056.0
110483389,1083967,40.804822,-73.945457,33363,11368.0,ROOSEVELT AVENUE,1017190001.0
121435731,1078988,40.706531,-74.011022,1392,10005.0,BROAD STREET,1000267501.0
121181666,1023396,40.76456,-73.979867,602362,11101.0,38TH STREET,1010080060.0
121596353,1022565,40.753749,-73.984916,8569,10018.0,6TH AVENUE,1009930029.0
520128834,5146593,40.570116,-74.109124,607064,7631.0,EAST PALISADES AVENUE,5039600061.0
121511159,1079184,40.752531,-74.007616,604484,10001.0,12TH AVENUE,1006730001.0
121499066,1011443,40.737688,-74.004687,2253,11249.0,METROPOLITAN AVENUE,1006250043.0
121565225,1047659,40.778011,-73.956166,694,10019.0,BROADWAY,1015120052.0
420301603,4052488,40.724419,-73.842236,32343,11375.0,JEWEL AVENUE,4022300001.0
320724748,3136995,40.635908,-73.989072,2231,11219.0,46TH STREET,3056237508.0
121423352,1035254,40.764946,-73.974539,35319,10022.0,MADISON AVE,1012747505.0
420836965,4207743,40.711093,-73.816588,5213,11375.0,68TH RD,4097130113.0
120297794,1006963,40.72033,-73.996916,35899,11214.0,26TH AVENUE,1004710014.0
320561799,3097716,40.661443,-73.879073,604206,10301.0,CLOVER ROAD,3043590028.0
320700318,3240575,40.612939,-73.926063,600374,11234.0,FLATBUSH AVENUE,3085110006.0
220285858,2083237,,,34862,11003.0,EAST 42ND STREET,
121570497,1062926,40.838536,-73.941595,136,10032.0,BROADWAY,1021220069.0
340035241,3152873,40.621647,-74.024826,1679,11209.0,85TH ST.,3060270058.0
420814961,4314470,40.748262,-73.87788,601448,11372.0,ROOSEVELT AVENUE,4015100059.0
510052853,5858700,40.585635,-74.094158,13427,10306.0,STOBE AVENUE,5035360102.0
420538047,4595486,40.771246,-73.903803,608799,11101.0,CRESENT STREET,4007820001.0
520127023,5103684,40.516693,-74.242394,602739,10314.0,ELLIS STREET,5079910055.0
520036595,5164855,40.644705,-74.091193,33687,10309.0,PLEASANT PLANS AVENUE,5000610031.0
110143773,1017079,40.747203,-73.983381,601522,10167.0,PARK AVENUE,1008630017.0
420821098,4263207,40.669016,-73.782102,603189,11434.0,ROCKAWAY BOULEVARD,4121360032.0
121458047,1077346,40.729267,-73.996006,1843,10003.0,ASTOR PLACE,1005350001.0
302562812,3398290,40.64759,-73.973362,1425,11101.0,THOMSON AVE,3053210064.0
420589820,4081791,40.707564,-73.913287,606939,11385.0,ONDERDONK AVENUE,4034270031.0
140071945,1058588,40.808382,-73.950999,601053,11419.0,114 STREET,1019280057.0
320699008,3063182,40.710641,-73.957358,3238,10013.0,BROADWAY,3024210032.0
121553283,1001336,40.707506,-74.002157,1457,10036.0,BRYANT PARK,1000970024.0
420837651,4000337,40.745344,-73.952453,601991,11101.0,47TH AVENUE,4000460042.0
121587933,1016047,40.752269,-73.982253,2765,10018.0,5TH AVENUE,1008410049.0
402501173,4190710,40.678284,-73.847767,604810,11417.0,107 Avenue,4091550002.0
121105222,1009760,40.730161,-74.005228,14698,11101.0,THOMSON AVE,1005820018.0
220193957,2063396,40.886607,-73.859275,606237,10038.0,BROADWAY,2048380020.0
320319428,3338431,40.703518,-73.942561,20664,11201.0,GRAHAM  AVE.,3031060006.0
510024420,5862581,40.587692,-74.197445,27600,10309.0,ARTHUR KILL ROAD,5026610019.0
420803820,4444687,40.773088,-73.891359,533,11370.0,78TH STREET,4009477501.0
220286107,2002452,40.820819,-73.926121,37441,7072.0,COMMERCIAL AVE,2024430053.0
520025482,5159182,40.541868,-74.221017,610388,103060000.0,HYLAN BOULEVARD,5071050565.0
121596273,1001116,40.708497,-74.007477,20472,10038.0,WILLIAM STREET,1000680036.0
121483199,1041792,40.774679,-73.964263,20465,10075.0,EAST 76TH STREET,1013910010.0
121375369,1024878,40.764521,-73.980773,29178,10019.0,7TH AVENUE,1010277501.0
510024386,5862576,40.587661,-74.197503,27600,10309.0,ARTHUR KILL ROAD,5026610013.0
320573152,3250390,40.690689,-73.990751,609569,11201.0,SCHERMERHORN STREET,3002690009.0
420460067,4467280,40.557119,-73.920223,4599,11697.0,ROCKAWAY POINT BOULEVARD,4163500400.0
121569695,1014489,40.754732,-73.989782,604263,10018.0,"WEST 39 ST, SUITE 803",1007880073.0
320742265,3335129,40.69802,-73.974986,601351,11205.0,FLUSHING AVENUE,3020230001.0
320213924,3391657,40.64875,-73.946453,7090,11203.0,NEW YORK AVENUE,3049030008.0
320579655,3164994,40.612748,-74.010088,607036,11228.0,85TH STREET,3063230056.0
320711547,3047161,40.682419,-73.928964,1637,11233.0,MALCOM X BLVD,3016760044.0
121116434,1035355,40.754078,-73.979935,569,10036.0,LEXINGTON AVENUE,1012780001.0
121598529,1015191,40.749794,-73.991486,601917,10001.0,PENNSYLVANIA PLAZA,1008087501.0
320589485,3331518,40.576971,-73.981745,19103,10001.0,WEST 33RD STREET,3070230036.0
220257059,2005453,40.820666,-73.895902,2730,10016.0,MADISON AVE,2027030018.0
320574222,3147825,40.63262,-74.027331,1302,11209.0,3RD AVENUE,3059170047.0
401510904,4202778,40.679938,-73.839399,4248,11417.0,ROCKAWAY BOULEVARD,4095390001.0
420371877,4031183,40.743093,-73.9072,1358,11377.0,197TH STREET,4013300021.0
140071927,1065044,40.871104,-73.917681,32158,11418.0,116TH STREET,1022430399.0
320745226,3335591,40.722043,-73.957736,600565,11201.0,MAIN STREET,3022880024.0
121595540,1011112,40.738308,-73.999874,608931,10016.0,MADISON AVENUE,1006180033.0
140072686,1064475,40.857943,-73.934962,32158,10017.0,MADISON AVENUE,1021800614.0
320721536,3061080,40.700332,-73.958197,331,11249.0,HEYWARD STREET,3022300013.0
121574000,1016896,40.744478,-73.987434,2920,10019.0,COLUMBUS CIRCLE,1008570076.0
510035686,5164737,40.587342,-74.198121,27600,10309.0,ARTHUR KILL ROAD,5026610005.0
320707302,3341445,40.62457,-74.036481,30343,11209.0,COLONIAL ROAD,3060420004.0
320700540,3143890,40.633951,-74.013078,1338,11220.0,64 STREET,3057940150.0
121598752,1047427,40.786736,-73.95451,1443,10128.0,"C/O SANDBERG MGT., MADISON AVE.",1015070021.0
121599145,1001162,40.70727,-74.004314,5367,10022.0,EAST 59TH STREET,1000747501.0
320478595,3001729,40.696181,-73.99656,854,11201.0,PIERREPONT STREET,3002340002.0
302176552,3414262,40.688067,-73.927931,381,11377.0,48 STREET,3016420036.0
120492902,1016895,40.744524,-73.98695,38898,10036.0,WEST 44TH STREET,1008570075.0
210107953,2123345,40.868177,-73.850912,38973,10469.0,THROOP AVENUE,2045630020.0
121458047,1077346,40.729267,-73.996006,1843,10003.0,ASTOR PLACE,1005350001.0
420804758,4140252,40.742916,-73.824025,601135,11355.0,60TH AVENUE,4064090007.0
121066318,1011324,40.735377,-74.0045,32158,10014.0,COMMERCE STREET,1006220067.0
420575844,4595550,40.709486,-73.785429,861,11001.0,JERICHO TURNPIKE,4098110160.0
121586202,1034346,40.757272,-73.980046,219,10018.0,"BROADWAY,",1012627502.0
121569150,1034202,40.755651,-73.983516,426,10036.0,AVENUE OF THE AMERICAS,1012590001.0
320480216,3171053,40.621655,-73.974619,602380,11530.0,STEWART AVENUE,3065240044.0
320740882,3391107,40.640064,-74.006518,607753,11220.0,53RD ST,3008180029.0
340054185,3182058,40.612155,-73.95504,608602,11001.0,256 STREET,3067660077.0
301884735,3008638,40.675982,-74.011803,1662,11215.0,7th Avenue,3005770004.0
121587933,1016047,40.752269,-73.982253,2765,10018.0,5TH AVENUE,1008410049.0
440074009,4028655,40.753572,-73.89352,603389,11418.0,ATLANTIC AVENUE,4012460035.0
320745949,3037746,40.667247,-73.935411,599,11213.0,PRESIDENT ST.,3014010063.0
121588111,1015862,40.748342,-73.984643,2920,10118.0,FIFTH AVENUE,1008350041.0
401619003,4056395,40.735449,-73.894823,35601,11378.0,74th Street,4024390055.0
420614838,4114282,40.757784,-73.829252,603274,11432.0,MERRICK BLVD,4050430011.0
420815611,4051662,40.732726,-73.84778,28903,11375.0,64 ROAD,4021700042.0
340053961,3399048,40.694335,-73.958331,35148,11205.0,SPENCER ST,3018987504.0
420794563,4257217,40.66628,-73.818572,600991,11420.0,150 AVE,4118500040.0
121519749,1046257,40.766315,-73.954127,928,10021.0,YORK AVENUE,1014830001.0
121411267,1000849,40.704651,-74.011549,288,10038.0,BROADWAY RM 800,1000290070.0
110038049,1087172,40.722262,-74.011057,37828,10038.0,2nd floor,1002187502.0
121594462,1035074,40.763785,-73.973788,25666,10019.0,WEST 57 STREET,1012730044.0
121578140,1017089,40.747515,-73.982763,18308,10119.0,AVENUE OF THE AMERICAS,1008630060.0
121549903,1087281,40.840746,-73.942854,2540,10032.0,FORT WASHINGTON AVENUE,1021390001.0
220284341,2002823,40.830048,-73.920929,1291,10451.0,GRAND CONCOURSE,2024610094.0
510052835,5861726,40.585591,-74.094072,13427,10304.0,RICHMOND ROAD,5035360102.0
320694021,3135856,40.64019,-73.990347,999993,11219.0,12 AVENUE,3055970041.0
320735111,3059449,40.686626,-73.97057,3313,11238.0,ADELPHI STREET,3021200038.0
420836288,4030036,40.749293,-73.885165,608671,10437.0,MORRIS AVENUE,4012920149.0
102318822,1013096,40.742867,-74.002136,26704,,,1007420007.0
320746635,3028415,40.678792,-73.969777,3510,11233.0,ST MARKS AVE,3011517504.0
420789374,4100283,40.774518,-73.847937,604289,11354.0,26TH AVENUE,4042570139.0
420572473,4253209,40.674594,-73.803981,608388,11420.0,ROCKAWAY BLVD.,4117010008.0
420797935,4563134,40.731765,-73.741427,1940,11427.0,HILLSIDE AVENUE,4079430200.0
220199149,2094153,40.885979,-73.844608,600760,100072919.0,CHURCH STREET,2049050001.0
210121072,2051532,40.865503,-73.86338,1351,10467.0,ALLERTON AVE,2044400071.0
320373396,3145150,40.636293,-74.025826,1790,8854.0,ELIZABETH AVENUE,3058620049.0
121512791,1015767,40.746281,-73.987268,2450,11101.0,12 STREET,1008310049.0
120904441,1026842,40.766993,-73.987531,485,10019.0,5TH AVE,1010650012.0
320723142,3398151,40.690392,-73.953476,604667,11205.0,KOSCIUSKO STREET,3017780089.0
440073475,4535001,40.757283,-73.879986,606188,10550.0,EAST 3 STREET,4014180001.0
121587817,1036082,40.76402,-73.973189,2660,10022.0,LEXINGTON AVENUE,1012940001.0
520036586,5164854,40.644766,-74.090955,33687,10312.0,PLEASANT PLAINS AVENUE,5000610029.0
420460067,4467280,40.557119,-73.920223,4599,11697.0,ROCKAWAY POINT BOULEVARD,4163500400.0
320745342,3244864,40.577466,-73.962151,608288,11235.0,BRIGHTON BEACH AVE,3086750039.0
121418858,1061007,40.822457,-73.945522,35671,11230.0,FOSTER AVENUE,1020500149.0
140072775,1009708,40.736735,-73.995374,32158,10017.0,SECOND AVENUE,1005770012.0
121518330,1001196,40.709642,-74.006619,1797,10038.0,FULTON STREET,1000787506.0
420831407,4077294,40.714432,-73.850029,2758,11375.0,JUNO STREET,4032260047.0
240021793,2017733,40.878599,-73.881723,676,11357.0,MARCUS AVENUE,2033260045.0
320719237,3166443,40.608664,-74.004985,608799,11214.0,86TH STREET,3063650047.0
121583615,1081162,40.75859,-73.968759,606949,10019.0,BROADWAY,1013090032.0
121589557,1051619,40.796231,-73.945858,1762,10029.0,EAST 111 STREET,1016160038.0
420798612,4010864,40.752865,-73.9224,30855,11050.0,SINTSINK DRIVE WEST,4006670001.0
302566417,3067788,40.719819,-73.948625,2415,11101.0,THOMSON AVENUE,3027120001.0
420577753,4166813,40.730839,-73.726684,36215,11426.0,87 AVE,4079660054.0
120972331,1057493,40.803479,-73.948633,859,10027.0,LENOX AVE,1019030031.0
420821551,4432042,40.730501,-73.852609,18635,11387.0,JEWEL AVE,4021290014.0
120703382,1041271,40.769626,-73.966349,39754,10021.0,E 69 STREET,1013830043.0
121499075,1011439,40.737869,-74.004485,2253,11249.0,METROPOLITAN AVENUE,1006250039.0
420833968,4208831,40.705532,-73.801531,371,10460.0,E TREMONT AVENUE,4097557501.0
220227859,2120051,40.851095,-73.847523,601581,10461.0,MORRIS PARK AVE,2042050030.0
120816705,1036530,40.760539,-73.970328,44,11101.0,QUEENS BLVD.,1013100065.0
340054274,3329441,40.689376,-73.983164,26003,11201.0,BOND STREET,3001600007.0
121513237,1071414,40.757004,-73.982526,1233,10036.0,AVENUE OF THE AMERICAS,1012617501.0
420616024,4102704,40.789994,-73.813251,601038,11354.0,33RD AVENUE,4045180021.0
121494347,1080297,40.74643,-74.005193,34619,10151.0,5TH AVENUE,1006927502.0
520126024,5051241,40.583927,-74.107617,1415,10306.0,RICHMOND ROAD,5035637501.0
121575447,1022710,40.761357,-73.981969,1349,10019.0,WEST 51 STREET #1513,1010037501.0
121543909,1002128,40.719191,-74.007493,1270,10013.0,FRANKLIN STREET,1001897507.0
120929790,1015566,40.741538,-73.989971,24340,10016.0,5 AVE,1008247501.0
320743102,3346104,40.703809,-73.990652,1509,10033.0,"PARK AVE SOUTH, C/O TUDOR REALTY",3000277501.0
121150618,1015862,40.748342,-73.984643,1011,10001.0,FIFTH AVENUE,1008350041.0
320733569,3100856,40.656715,-73.92928,608191,11203.0,CLARKSON AVE,3046380008.0
121597888,1001014,40.706867,-74.00699,189,11042.0,MARCUS AVENUE,1000420001.0
320494470,3054814,40.693284,-73.967293,136,11205.0,MYRTLE AVENUE,3019030024.0
121565868,1053438,40.806719,-73.945105,2626,10027.0,WEST 124TH STREET,1017210070.0
410209377,4278063,40.679815,-73.73529,608039,11413.0,232ND STREET,4129110026.0
201028299,2103494,40.834782,-73.846632,18296,11101.0,THOMSON AVE,2038340070.0
520125310,5022801,40.598804,-74.107576,13427,10306.0,WEED AVENUE,5008780350.0
121565715,1001292,40.707811,-74.003221,34051,10038.0,BEEKMAN STREET,1000957501.0
320514323,3398555,40.687326,-73.926958,608799,11423.0,JAMAICA AVE.,3016470043.0
102133399,1084912,40.721661,-73.995591,1343,10012.0,SPRING ST.,1004800024.0
220285821,2091143,40.808666,-73.927663,603443,11378.0,43RD STREET,2023110001.0
140072855,1055487,40.797792,-73.963514,608573,10705.0,PURSER PLACE,1018400003.0
121340511,1015833,40.747985,-73.988242,10888,10036.0,7TH AVENUE,1008330075.0
121540760,1040539,40.757946,-73.962034,10934,10022.0,EAST 57TH STREET,1013690012.0
420611626,4211058,40.716518,-73.795958,14732,11432.0,169 STREET,4098720033.0
310151956,3395421,40.689256,-74.000653,610418,11201.0,REMSEN STREET,3002997502.0
520125310,5022801,40.598804,-74.107576,13427,10306.0,WEED AVENUE,5008780350.0
121534786,1042822,40.770141,-73.961558,827,10021.0,EAST 72ND STREET,1014060046.0
500253487,5159186,40.541977,-74.221629,610388,10312.0,120138,5071050578.0
320738626,3001663,40.698926,-73.995063,23171,11201.0,WILLOW ST,3002250002.0
121073827,1015789,40.746341,-73.986102,32364,10036.0,WEST 48TH STREET,1008320044.0
500253389,5159167,40.542046,-74.221366,610388,10312.0,120138,5071050567.0
140072640,1000021,40.703534,-74.014387,607447,11101.0,31ST PLACE,1000090029.0
121586177,1034346,40.757272,-73.980046,219,10018.0,"BROADWAY,",1012627502.0
121482742,1077408,40.721867,-74.002731,12,10012.0,BROADWAY,1002290022.0
121552738,1087524,40.70732,-74.002521,1457,10036.0,BRYANT PARK,1000970018.0
104772042,1059819,40.809185,-73.964353,202,10027.0,W 119 ST,1019900010.0
320739661,3010581,40.651933,-74.00688,196,11232.0,4TH AVENUE,3007140001.0
121597664,1088750,40.708356,-74.014814,36170,10017.0,MADISON AVENUE,1000557501.0
121574876,1089865,40.729212,-74.000072,610440,10006.0,BROADWAY,1005390001.0
